date,id_cd,cd_name,id_borough,borough_name,polluting_agent,data_value
2022-06-01,307.0,Sunset Park (CD7),2,brooklyn,Fine particles (PM 2.5),6.7
2022-06-01,313.0,Coney Island (CD13),2,brooklyn,O3 (ppb),37.7
2022-06-01,105.0,Midtown (CD5),1,manhattan,Fine particles (PM 2.5),8.7
2022-06-01,107.0,Upper West Side (CD7),1,manhattan,O3 (ppb),29.9
2022-06-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Fine particles (PM 2.5),5.8
2022-06-01,313.0,Coney Island (CD13),2,brooklyn,Nitrogen dioxide (NO2),8.2
2022-06-01,405.0,Ridgewood and Maspeth (CD5),3,queens,O3 (ppb),34.0
2022-06-01,404.0,Elmhurst and Corona (CD4),3,queens,Nitrogen dioxide (NO2),12.2
2022-06-01,404.0,Elmhurst and Corona (CD4),3,queens,Fine particles (PM 2.5),6.8
2022-06-01,304.0,Bushwick (CD4),2,brooklyn,Fine particles (PM 2.5),6.8
2022-06-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,O3 (ppb),31.8
2022-06-01,209.0,Parkchester and Soundview (CD9),4,bronx,O3 (ppb),32.9
2022-06-01,107.0,Upper West Side (CD7),1,manhattan,Fine particles (PM 2.5),7.0
2022-06-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Nitrogen dioxide (NO2),10.7
2022-06-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Fine particles (PM 2.5),5.9
2022-06-01,413.0,Queens Village (CD13),3,queens,O3 (ppb),34.7
2022-06-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Nitrogen dioxide (NO2),11.9
2022-06-01,311.0,Bensonhurst (CD11),2,brooklyn,Fine particles (PM 2.5),6.0
2022-06-01,501.0,St. George and Stapleton (CD1),5,staten island,O3 (ppb),34.2
2022-06-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,Nitrogen dioxide (NO2),14.1
2022-06-01,202.0,Hunts Point and Longwood (CD2),4,bronx,O3 (ppb),32.8
2022-06-01,401.0,Long Island City and Astoria (CD1),3,queens,O3 (ppb),33.6
2022-06-01,205.0,Fordham and University Heights (CD5),4,bronx,Nitrogen dioxide (NO2),13.7
2022-06-01,403.0,Jackson Heights (CD3),3,queens,Fine particles (PM 2.5),6.8
2022-06-01,412.0,Jamaica and Hollis (CD12),3,queens,Fine particles (PM 2.5),6.3
2022-06-01,501.0,St. George and Stapleton (CD1),5,staten island,Nitrogen dioxide (NO2),9.3
2022-06-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,O3 (ppb),33.4
2022-06-01,208.0,Riverdale and Fieldston (CD8),4,bronx,O3 (ppb),30.2
2022-06-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,O3 (ppb),31.6
2022-06-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Nitrogen dioxide (NO2),10.6
2022-06-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Nitrogen dioxide (NO2),11.2
2022-06-01,206.0,Belmont and East Tremont (CD6),4,bronx,O3 (ppb),31.9
2022-06-01,411.0,Bayside and Little Neck (CD11),3,queens,Fine particles (PM 2.5),6.4
2022-06-01,108.0,Upper East Side (CD8),1,manhattan,O3 (ppb),30.7
2022-06-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Nitrogen dioxide (NO2),13.6
2022-06-01,204.0,Highbridge and Concourse (CD4),4,bronx,Fine particles (PM 2.5),7.1
2022-06-01,413.0,Queens Village (CD13),3,queens,Nitrogen dioxide (NO2),10.0
2022-06-01,201.0,Mott Haven and Melrose (CD1),4,bronx,O3 (ppb),31.9
2022-06-01,317.0,East Flatbush (CD17),2,brooklyn,Fine particles (PM 2.5),6.2
2022-06-01,311.0,Bensonhurst (CD11),2,brooklyn,Nitrogen dioxide (NO2),9.4
2022-06-01,107.0,Upper West Side (CD7),1,manhattan,Nitrogen dioxide (NO2),14.7
2022-06-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Nitrogen dioxide (NO2),9.8
2022-06-01,304.0,Bushwick (CD4),2,brooklyn,Nitrogen dioxide (NO2),11.8
2022-06-01,111.0,East Harlem (CD11),1,manhattan,Fine particles (PM 2.5),7.1
2022-06-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,O3 (ppb),30.6
2022-06-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Fine particles (PM 2.5),7.0
2022-06-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Nitrogen dioxide (NO2),6.9
2022-06-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,Fine particles (PM 2.5),6.4
2022-06-01,316.0,Brownsville (CD16),2,brooklyn,O3 (ppb),34.2
2022-06-01,203.0,Morrisania and Crotona (CD3),4,bronx,O3 (ppb),31.8
2022-06-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,O3 (ppb),29.7
2022-06-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,Nitrogen dioxide (NO2),13.6
2022-06-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Nitrogen dioxide (NO2),11.4
2022-06-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,Fine particles (PM 2.5),7.2
2022-06-01,108.0,Upper East Side (CD8),1,manhattan,Nitrogen dioxide (NO2),15.3
2022-06-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Fine particles (PM 2.5),6.2
2022-06-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Fine particles (PM 2.5),8.0
2022-06-01,108.0,Upper East Side (CD8),1,manhattan,Fine particles (PM 2.5),7.1
2022-06-01,312.0,Borough Park (CD12),2,brooklyn,Fine particles (PM 2.5),6.2
2022-06-01,104.0,Clinton and Chelsea (CD4),1,manhattan,O3 (ppb),29.5
2022-06-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,O3 (ppb),34.8
2022-06-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,O3 (ppb),33.6
2022-06-01,406.0,Rego Park and Forest Hills (CD6),3,queens,O3 (ppb),33.9
2022-06-01,205.0,Fordham and University Heights (CD5),4,bronx,Fine particles (PM 2.5),7.1
2022-06-01,407.0,Flushing and Whitestone (CD7),3,queens,Fine particles (PM 2.5),6.7
2022-06-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,O3 (ppb),33.9
2022-06-01,105.0,Midtown (CD5),1,manhattan,Nitrogen dioxide (NO2),22.5
2022-06-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,O3 (ppb),34.9
2022-06-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Nitrogen dioxide (NO2),8.5
2022-06-01,105.0,Midtown (CD5),1,manhattan,O3 (ppb),27.7
2022-06-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Fine particles (PM 2.5),6.0
2022-06-01,101.0,Financial District (CD1),1,manhattan,Fine particles (PM 2.5),7.4
2022-06-01,203.0,Morrisania and Crotona (CD3),4,bronx,Nitrogen dioxide (NO2),13.1
2022-06-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Fine particles (PM 2.5),8.3
2022-06-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,O3 (ppb),34.4
2022-06-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Nitrogen dioxide (NO2),6.8
2022-06-01,304.0,Bushwick (CD4),2,brooklyn,O3 (ppb),33.7
2022-06-01,413.0,Queens Village (CD13),3,queens,Fine particles (PM 2.5),6.1
2022-06-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Nitrogen dioxide (NO2),14.0
2022-06-01,205.0,Fordham and University Heights (CD5),4,bronx,O3 (ppb),31.2
2022-06-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Fine particles (PM 2.5),6.3
2022-06-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Fine particles (PM 2.5),7.5
2022-06-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Fine particles (PM 2.5),7.2
2022-06-01,412.0,Jamaica and Hollis (CD12),3,queens,Nitrogen dioxide (NO2),10.3
2022-06-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Fine particles (PM 2.5),7.4
2022-06-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Nitrogen dioxide (NO2),11.7
2022-06-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,Nitrogen dioxide (NO2),10.6
2022-06-01,206.0,Belmont and East Tremont (CD6),4,bronx,Nitrogen dioxide (NO2),13.0
2022-06-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Nitrogen dioxide (NO2),12.7
2022-06-01,204.0,Highbridge and Concourse (CD4),4,bronx,Nitrogen dioxide (NO2),13.7
2022-06-01,403.0,Jackson Heights (CD3),3,queens,Nitrogen dioxide (NO2),11.5
2022-06-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Nitrogen dioxide (NO2),16.4
2022-06-01,206.0,Belmont and East Tremont (CD6),4,bronx,Fine particles (PM 2.5),7.2
2022-06-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Fine particles (PM 2.5),6.3
2022-06-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Nitrogen dioxide (NO2),11.0
2022-06-01,411.0,Bayside and Little Neck (CD11),3,queens,O3 (ppb),33.7
2022-06-01,311.0,Bensonhurst (CD11),2,brooklyn,O3 (ppb),36.5
2022-06-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Fine particles (PM 2.5),6.9
2022-06-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Fine particles (PM 2.5),7.1
2022-06-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Fine particles (PM 2.5),5.5
2022-06-01,209.0,Parkchester and Soundview (CD9),4,bronx,Fine particles (PM 2.5),7.1
2022-06-01,111.0,East Harlem (CD11),1,manhattan,O3 (ppb),31.5
2022-06-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,Fine particles (PM 2.5),7.2
2022-06-01,404.0,Elmhurst and Corona (CD4),3,queens,O3 (ppb),34.1
2022-06-01,407.0,Flushing and Whitestone (CD7),3,queens,O3 (ppb),34.4
2022-06-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Nitrogen dioxide (NO2),10.6
2022-06-01,209.0,Parkchester and Soundview (CD9),4,bronx,Nitrogen dioxide (NO2),12.4
2022-06-01,110.0,Central Harlem (CD10),1,manhattan,Fine particles (PM 2.5),7.1
2022-06-01,414.0,Rockaway and Broad Channel (CD14),3,queens,O3 (ppb),37.6
2022-06-01,403.0,Jackson Heights (CD3),3,queens,O3 (ppb),34.2
2022-06-01,316.0,Brownsville (CD16),2,brooklyn,Fine particles (PM 2.5),6.4
2022-06-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,O3 (ppb),32.8
2022-06-01,101.0,Financial District (CD1),1,manhattan,O3 (ppb),30.3
2022-06-01,502.0,South Beach and Willowbrook (CD2),5,staten island,O3 (ppb),35.2
2022-06-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Nitrogen dioxide (NO2),8.0
2022-06-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,O3 (ppb),31.5
2022-06-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Fine particles (PM 2.5),6.3
2022-06-01,312.0,Borough Park (CD12),2,brooklyn,O3 (ppb),35.1
2022-06-01,110.0,Central Harlem (CD10),1,manhattan,O3 (ppb),31.2
2022-06-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,O3 (ppb),29.6
2022-06-01,305.0,East New York and Starrett City (CD5),2,brooklyn,O3 (ppb),34.6
2022-06-01,317.0,East Flatbush (CD17),2,brooklyn,Nitrogen dioxide (NO2),10.5
2022-06-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Nitrogen dioxide (NO2),8.5
2022-06-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Fine particles (PM 2.5),7.2
2022-06-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Nitrogen dioxide (NO2),11.5
2022-06-01,111.0,East Harlem (CD11),1,manhattan,Nitrogen dioxide (NO2),13.0
2022-06-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Nitrogen dioxide (NO2),10.5
2022-06-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Nitrogen dioxide (NO2),14.2
2022-06-01,315.0,Sheepshead Bay (CD15),2,brooklyn,O3 (ppb),36.8
2022-06-01,101.0,Financial District (CD1),1,manhattan,Nitrogen dioxide (NO2),16.9
2022-06-01,501.0,St. George and Stapleton (CD1),5,staten island,Fine particles (PM 2.5),6.1
2022-06-01,407.0,Flushing and Whitestone (CD7),3,queens,Nitrogen dioxide (NO2),11.1
2022-06-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Nitrogen dioxide (NO2),17.8
2022-06-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Nitrogen dioxide (NO2),14.2
2022-06-01,312.0,Borough Park (CD12),2,brooklyn,Nitrogen dioxide (NO2),10.3
2022-06-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,O3 (ppb),30.2
2022-06-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Nitrogen dioxide (NO2),13.3
2022-06-01,110.0,Central Harlem (CD10),1,manhattan,Nitrogen dioxide (NO2),13.1
2022-06-01,402.0,Woodside and Sunnyside (CD2),3,queens,Nitrogen dioxide (NO2),14.2
2022-06-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,O3 (ppb),34.5
2022-06-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Fine particles (PM 2.5),5.9
2022-06-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Fine particles (PM 2.5),7.1
2022-06-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Nitrogen dioxide (NO2),11.8
2022-06-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,O3 (ppb),35.5
2022-06-01,313.0,Coney Island (CD13),2,brooklyn,Fine particles (PM 2.5),5.8
2022-06-01,411.0,Bayside and Little Neck (CD11),3,queens,Nitrogen dioxide (NO2),10.7
2022-06-01,204.0,Highbridge and Concourse (CD4),4,bronx,O3 (ppb),31.3
2022-06-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Fine particles (PM 2.5),5.6
2022-06-01,412.0,Jamaica and Hollis (CD12),3,queens,O3 (ppb),34.6
2022-06-01,307.0,Sunset Park (CD7),2,brooklyn,Nitrogen dioxide (NO2),12.6
2022-06-01,401.0,Long Island City and Astoria (CD1),3,queens,Fine particles (PM 2.5),7.0
2022-06-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Nitrogen dioxide (NO2),9.2
2022-06-01,402.0,Woodside and Sunnyside (CD2),3,queens,O3 (ppb),32.8
2022-06-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,O3 (ppb),31.4
2022-06-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,O3 (ppb),32.5
2022-06-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,O3 (ppb),33.2
2022-06-01,307.0,Sunset Park (CD7),2,brooklyn,O3 (ppb),33.5
2022-06-01,402.0,Woodside and Sunnyside (CD2),3,queens,Fine particles (PM 2.5),7.2
2022-06-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Fine particles (PM 2.5),6.7
2022-06-01,401.0,Long Island City and Astoria (CD1),3,queens,Nitrogen dioxide (NO2),12.0
2022-06-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Nitrogen dioxide (NO2),12.1
2022-06-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Nitrogen dioxide (NO2),17.5
2022-06-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Nitrogen dioxide (NO2),10.6
2022-06-01,203.0,Morrisania and Crotona (CD3),4,bronx,Fine particles (PM 2.5),7.2
2022-06-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Fine particles (PM 2.5),6.7
2022-06-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Fine particles (PM 2.5),7.7
2022-06-01,503.0,Tottenville and Great Kills (CD3),5,staten island,O3 (ppb),36.0
2022-06-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,O3 (ppb),32.9
2022-06-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Fine particles (PM 2.5),6.1
2022-06-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Fine particles (PM 2.5),6.9
2022-06-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Fine particles (PM 2.5),6.6
2022-06-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Fine particles (PM 2.5),7.1
2022-06-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Fine particles (PM 2.5),6.4
2022-06-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,O3 (ppb),36.2
2022-06-01,317.0,East Flatbush (CD17),2,brooklyn,O3 (ppb),34.9
2022-06-01,316.0,Brownsville (CD16),2,brooklyn,Nitrogen dioxide (NO2),11.2
2022-06-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Fine particles (PM 2.5),7.1
2022-01-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Nitrogen dioxide (NO2),16.6
2022-01-01,313.0,Coney Island (CD13),2,brooklyn,Nitrogen dioxide (NO2),12.8
2022-01-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Fine particles (PM 2.5),7.8
2022-01-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Nitrogen dioxide (NO2),13.3
2022-01-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Nitrogen dioxide (NO2),17.8
2022-01-01,204.0,Highbridge and Concourse (CD4),4,bronx,Fine particles (PM 2.5),6.0
2022-01-01,313.0,Coney Island (CD13),2,brooklyn,Fine particles (PM 2.5),5.4
2022-01-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Nitrogen dioxide (NO2),21.4
2022-01-01,204.0,Highbridge and Concourse (CD4),4,bronx,Nitrogen dioxide (NO2),17.3
2022-01-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Fine particles (PM 2.5),6.1
2022-01-01,203.0,Morrisania and Crotona (CD3),4,bronx,Nitrogen dioxide (NO2),16.9
2022-01-01,304.0,Bushwick (CD4),2,brooklyn,Fine particles (PM 2.5),6.3
2022-01-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Nitrogen dioxide (NO2),15.9
2022-01-01,501.0,St. George and Stapleton (CD1),5,staten island,Nitrogen dioxide (NO2),13.5
2022-01-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Fine particles (PM 2.5),6.0
2022-01-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Fine particles (PM 2.5),5.7
2022-01-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Fine particles (PM 2.5),5.3
2022-01-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Fine particles (PM 2.5),6.4
2022-01-01,209.0,Parkchester and Soundview (CD9),4,bronx,Fine particles (PM 2.5),6.1
2022-01-01,311.0,Bensonhurst (CD11),2,brooklyn,Nitrogen dioxide (NO2),14.1
2022-01-01,316.0,Brownsville (CD16),2,brooklyn,Nitrogen dioxide (NO2),15.9
2022-01-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Nitrogen dioxide (NO2),9.3
2022-01-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Fine particles (PM 2.5),5.7
2022-01-01,209.0,Parkchester and Soundview (CD9),4,bronx,Nitrogen dioxide (NO2),16.2
2022-01-01,402.0,Woodside and Sunnyside (CD2),3,queens,Nitrogen dioxide (NO2),18.4
2022-01-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Nitrogen dioxide (NO2),18.5
2022-01-01,316.0,Brownsville (CD16),2,brooklyn,Fine particles (PM 2.5),5.8
2022-01-01,403.0,Jackson Heights (CD3),3,queens,Fine particles (PM 2.5),6.0
2022-01-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Fine particles (PM 2.5),6.5
2022-01-01,404.0,Elmhurst and Corona (CD4),3,queens,Nitrogen dioxide (NO2),16.4
2022-01-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Nitrogen dioxide (NO2),21.1
2022-01-01,413.0,Queens Village (CD13),3,queens,Nitrogen dioxide (NO2),14.3
2022-01-01,412.0,Jamaica and Hollis (CD12),3,queens,Nitrogen dioxide (NO2),14.7
2022-01-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Fine particles (PM 2.5),6.0
2022-01-01,404.0,Elmhurst and Corona (CD4),3,queens,Fine particles (PM 2.5),6.1
2022-01-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Nitrogen dioxide (NO2),15.3
2022-01-01,206.0,Belmont and East Tremont (CD6),4,bronx,Nitrogen dioxide (NO2),16.6
2022-01-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Fine particles (PM 2.5),5.4
2022-01-01,501.0,St. George and Stapleton (CD1),5,staten island,Fine particles (PM 2.5),5.4
2022-01-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Fine particles (PM 2.5),6.4
2022-01-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Nitrogen dioxide (NO2),18.1
2022-01-01,108.0,Upper East Side (CD8),1,manhattan,Nitrogen dioxide (NO2),18.9
2022-01-01,110.0,Central Harlem (CD10),1,manhattan,Nitrogen dioxide (NO2),16.8
2022-01-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,Fine particles (PM 2.5),6.5
2022-01-01,403.0,Jackson Heights (CD3),3,queens,Nitrogen dioxide (NO2),15.5
2022-01-01,105.0,Midtown (CD5),1,manhattan,Nitrogen dioxide (NO2),25.5
2022-01-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Nitrogen dioxide (NO2),17.8
2022-01-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,Nitrogen dioxide (NO2),15.1
2022-01-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Nitrogen dioxide (NO2),15.4
2022-01-01,311.0,Bensonhurst (CD11),2,brooklyn,Fine particles (PM 2.5),5.5
2022-01-01,107.0,Upper West Side (CD7),1,manhattan,Fine particles (PM 2.5),6.1
2022-01-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Fine particles (PM 2.5),5.9
2022-01-01,307.0,Sunset Park (CD7),2,brooklyn,Nitrogen dioxide (NO2),17.4
2022-01-01,401.0,Long Island City and Astoria (CD1),3,queens,Nitrogen dioxide (NO2),16.1
2022-01-01,307.0,Sunset Park (CD7),2,brooklyn,Fine particles (PM 2.5),6.2
2022-01-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Nitrogen dioxide (NO2),14.7
2022-01-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Nitrogen dioxide (NO2),15.8
2022-01-01,411.0,Bayside and Little Neck (CD11),3,queens,Fine particles (PM 2.5),5.6
2022-01-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,Nitrogen dioxide (NO2),18.5
2022-01-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Fine particles (PM 2.5),5.5
2022-01-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Fine particles (PM 2.5),6.0
2022-01-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Nitrogen dioxide (NO2),16.6
2022-01-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Fine particles (PM 2.5),8.4
2022-01-01,402.0,Woodside and Sunnyside (CD2),3,queens,Fine particles (PM 2.5),6.5
2022-01-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Fine particles (PM 2.5),6.1
2022-01-01,412.0,Jamaica and Hollis (CD12),3,queens,Fine particles (PM 2.5),5.6
2022-01-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Fine particles (PM 2.5),5.2
2022-01-01,312.0,Borough Park (CD12),2,brooklyn,Fine particles (PM 2.5),5.7
2022-01-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Nitrogen dioxide (NO2),13.1
2022-01-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,Fine particles (PM 2.5),6.3
2022-01-01,317.0,East Flatbush (CD17),2,brooklyn,Fine particles (PM 2.5),5.7
2022-01-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Fine particles (PM 2.5),7.5
2022-01-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Fine particles (PM 2.5),6.1
2022-01-01,407.0,Flushing and Whitestone (CD7),3,queens,Fine particles (PM 2.5),5.9
2022-01-01,205.0,Fordham and University Heights (CD5),4,bronx,Fine particles (PM 2.5),6.1
2022-01-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Fine particles (PM 2.5),5.6
2022-01-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Nitrogen dioxide (NO2),17.5
2022-01-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Fine particles (PM 2.5),6.2
2022-01-01,206.0,Belmont and East Tremont (CD6),4,bronx,Fine particles (PM 2.5),6.3
2022-01-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Fine particles (PM 2.5),7.2
2022-01-01,111.0,East Harlem (CD11),1,manhattan,Nitrogen dioxide (NO2),16.7
2022-01-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Fine particles (PM 2.5),6.1
2022-01-01,203.0,Morrisania and Crotona (CD3),4,bronx,Fine particles (PM 2.5),6.3
2022-01-01,105.0,Midtown (CD5),1,manhattan,Fine particles (PM 2.5),9.1
2022-01-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Fine particles (PM 2.5),5.0
2022-01-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Fine particles (PM 2.5),6.2
2022-01-01,108.0,Upper East Side (CD8),1,manhattan,Fine particles (PM 2.5),6.4
2022-01-01,110.0,Central Harlem (CD10),1,manhattan,Fine particles (PM 2.5),6.2
2022-01-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Fine particles (PM 2.5),5.7
2022-01-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Nitrogen dioxide (NO2),16.8
2022-01-01,101.0,Financial District (CD1),1,manhattan,Fine particles (PM 2.5),7.2
2022-01-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Nitrogen dioxide (NO2),14.7
2022-01-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Nitrogen dioxide (NO2),20.2
2022-01-01,413.0,Queens Village (CD13),3,queens,Fine particles (PM 2.5),5.4
2022-01-01,317.0,East Flatbush (CD17),2,brooklyn,Nitrogen dioxide (NO2),15.3
2022-01-01,111.0,East Harlem (CD11),1,manhattan,Fine particles (PM 2.5),6.2
2022-01-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Fine particles (PM 2.5),5.7
2022-01-01,401.0,Long Island City and Astoria (CD1),3,queens,Fine particles (PM 2.5),6.2
2022-01-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Nitrogen dioxide (NO2),11.4
2022-01-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Nitrogen dioxide (NO2),13.7
2022-01-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Nitrogen dioxide (NO2),15.2
2022-01-01,312.0,Borough Park (CD12),2,brooklyn,Nitrogen dioxide (NO2),15.2
2022-01-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Nitrogen dioxide (NO2),14.5
2022-01-01,407.0,Flushing and Whitestone (CD7),3,queens,Nitrogen dioxide (NO2),15.2
2022-01-01,101.0,Financial District (CD1),1,manhattan,Nitrogen dioxide (NO2),21.0
