date,id_cd,cd_name,id_borough,borough_name,polluting_agent,data_value
2015-06-01,406.0,Rego Park and Forest Hills (CD6),3,queens,O3 (ppb),31.1
2015-06-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,O3 (ppb),31.3
2015-06-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,O3 (ppb),33.1
2015-06-01,111.0,East Harlem (CD11),1,manhattan,Fine particles (PM 2.5),10.2
2015-06-01,209.0,Parkchester and Soundview (CD9),4,bronx,Fine particles (PM 2.5),9.8
2015-06-01,311.0,Bensonhurst (CD11),2,brooklyn,Fine particles (PM 2.5),8.9
2015-06-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Fine particles (PM 2.5),9.5
2015-06-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Nitrogen dioxide (NO2),15.9
2015-06-01,411.0,Bayside and Little Neck (CD11),3,queens,Fine particles (PM 2.5),9.1
2015-06-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,Fine particles (PM 2.5),9.2
2015-06-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Fine particles (PM 2.5),9.6
2015-06-01,412.0,Jamaica and Hollis (CD12),3,queens,Fine particles (PM 2.5),9.1
2015-06-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Nitrogen dioxide (NO2),15.7
2015-06-01,411.0,Bayside and Little Neck (CD11),3,queens,Nitrogen dioxide (NO2),13.0
2015-06-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Nitrogen dioxide (NO2),14.2
2015-06-01,209.0,Parkchester and Soundview (CD9),4,bronx,Nitrogen dioxide (NO2),15.8
2015-06-01,316.0,Brownsville (CD16),2,brooklyn,Fine particles (PM 2.5),9.6
2015-06-01,203.0,Morrisania and Crotona (CD3),4,bronx,Fine particles (PM 2.5),10.0
2015-06-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Nitrogen dioxide (NO2),6.9
2015-06-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Fine particles (PM 2.5),8.3
2015-06-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Fine particles (PM 2.5),9.2
2015-06-01,101.0,Financial District (CD1),1,manhattan,Fine particles (PM 2.5),11.0
2015-06-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Fine particles (PM 2.5),9.9
2015-06-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Fine particles (PM 2.5),8.8
2015-06-01,403.0,Jackson Heights (CD3),3,queens,O3 (ppb),31.5
2015-06-01,307.0,Sunset Park (CD7),2,brooklyn,O3 (ppb),31.2
2015-06-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Fine particles (PM 2.5),8.8
2015-06-01,401.0,Long Island City and Astoria (CD1),3,queens,Fine particles (PM 2.5),9.7
2015-06-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Fine particles (PM 2.5),9.7
2015-06-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Fine particles (PM 2.5),9.7
2015-06-01,203.0,Morrisania and Crotona (CD3),4,bronx,Nitrogen dioxide (NO2),17.2
2015-06-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,O3 (ppb),31.2
2015-06-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Fine particles (PM 2.5),9.6
2015-06-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,O3 (ppb),29.2
2015-06-01,105.0,Midtown (CD5),1,manhattan,O3 (ppb),24.3
2015-06-01,316.0,Brownsville (CD16),2,brooklyn,O3 (ppb),32.1
2015-06-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Nitrogen dioxide (NO2),20.2
2015-06-01,317.0,East Flatbush (CD17),2,brooklyn,Fine particles (PM 2.5),9.4
2015-06-01,305.0,East New York and Starrett City (CD5),2,brooklyn,O3 (ppb),32.9
2015-06-01,110.0,Central Harlem (CD10),1,manhattan,Fine particles (PM 2.5),9.9
2015-01-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Nitrogen dioxide (NO2),13.4
2015-01-01,204.0,Highbridge and Concourse (CD4),4,bronx,Fine particles (PM 2.5),9.7
2015-01-01,317.0,East Flatbush (CD17),2,brooklyn,Nitrogen dioxide (NO2),19.8
2015-01-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Nitrogen dioxide (NO2),19.2
2015-01-01,110.0,Central Harlem (CD10),1,manhattan,Nitrogen dioxide (NO2),23.3
2015-01-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Fine particles (PM 2.5),8.9
2015-01-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Nitrogen dioxide (NO2),13.6
2015-01-01,204.0,Highbridge and Concourse (CD4),4,bronx,Nitrogen dioxide (NO2),22.4
2015-01-01,403.0,Jackson Heights (CD3),3,queens,Fine particles (PM 2.5),8.3
2015-01-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Fine particles (PM 2.5),10.0
2015-01-01,401.0,Long Island City and Astoria (CD1),3,queens,Nitrogen dioxide (NO2),20.7
2015-01-01,111.0,East Harlem (CD11),1,manhattan,Nitrogen dioxide (NO2),22.9
2015-01-01,411.0,Bayside and Little Neck (CD11),3,queens,Nitrogen dioxide (NO2),17.6
2015-01-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Nitrogen dioxide (NO2),18.2
2015-01-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Nitrogen dioxide (NO2),17.4
2015-01-01,105.0,Midtown (CD5),1,manhattan,Fine particles (PM 2.5),12.3
2015-01-01,404.0,Elmhurst and Corona (CD4),3,queens,Nitrogen dioxide (NO2),21.9
2015-01-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Nitrogen dioxide (NO2),16.6
2015-01-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Nitrogen dioxide (NO2),11.8
2015-01-01,313.0,Coney Island (CD13),2,brooklyn,Nitrogen dioxide (NO2),16.1
2015-01-01,317.0,East Flatbush (CD17),2,brooklyn,Fine particles (PM 2.5),8.7
2015-01-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Nitrogen dioxide (NO2),19.3
2015-01-01,404.0,Elmhurst and Corona (CD4),3,queens,Fine particles (PM 2.5),8.7
2015-01-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Fine particles (PM 2.5),9.0
2015-01-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Fine particles (PM 2.5),8.1
2015-01-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Nitrogen dioxide (NO2),21.4
2015-01-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Fine particles (PM 2.5),8.9
2015-01-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Nitrogen dioxide (NO2),20.9
2015-01-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Nitrogen dioxide (NO2),26.3
2015-01-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,Nitrogen dioxide (NO2),21.7
2015-01-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Nitrogen dioxide (NO2),21.8
2015-01-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Nitrogen dioxide (NO2),19.4
2015-01-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Nitrogen dioxide (NO2),18.7
2015-01-01,407.0,Flushing and Whitestone (CD7),3,queens,Nitrogen dioxide (NO2),19.0
2015-01-01,107.0,Upper West Side (CD7),1,manhattan,Nitrogen dioxide (NO2),23.9
2015-01-01,307.0,Sunset Park (CD7),2,brooklyn,Fine particles (PM 2.5),9.6
2015-01-01,407.0,Flushing and Whitestone (CD7),3,queens,Fine particles (PM 2.5),8.5
2015-01-01,402.0,Woodside and Sunnyside (CD2),3,queens,Nitrogen dioxide (NO2),21.2
2015-01-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,Fine particles (PM 2.5),10.6
2015-01-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Nitrogen dioxide (NO2),18.3
2015-01-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Nitrogen dioxide (NO2),20.0
2015-01-01,313.0,Coney Island (CD13),2,brooklyn,Fine particles (PM 2.5),7.6
2015-01-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Fine particles (PM 2.5),8.7
2015-01-01,209.0,Parkchester and Soundview (CD9),4,bronx,Nitrogen dioxide (NO2),20.1
2015-01-01,304.0,Bushwick (CD4),2,brooklyn,Fine particles (PM 2.5),9.0
2015-01-01,307.0,Sunset Park (CD7),2,brooklyn,Nitrogen dioxide (NO2),19.8
2015-01-01,402.0,Woodside and Sunnyside (CD2),3,queens,Fine particles (PM 2.5),10.3
2015-01-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Fine particles (PM 2.5),8.5
2015-01-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Fine particles (PM 2.5),9.9
2015-01-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Fine particles (PM 2.5),10.6
2015-01-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Fine particles (PM 2.5),9.2
2015-01-01,108.0,Upper East Side (CD8),1,manhattan,Nitrogen dioxide (NO2),25.8
2015-01-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Fine particles (PM 2.5),8.2
2015-01-01,105.0,Midtown (CD5),1,manhattan,Nitrogen dioxide (NO2),32.9
2015-01-01,316.0,Brownsville (CD16),2,brooklyn,Nitrogen dioxide (NO2),20.1
2015-01-01,205.0,Fordham and University Heights (CD5),4,bronx,Fine particles (PM 2.5),9.9
2015-01-01,108.0,Upper East Side (CD8),1,manhattan,Fine particles (PM 2.5),10.2
2015-01-01,316.0,Brownsville (CD16),2,brooklyn,Fine particles (PM 2.5),8.9
2015-01-01,206.0,Belmont and East Tremont (CD6),4,bronx,Fine particles (PM 2.5),9.5
2015-01-01,312.0,Borough Park (CD12),2,brooklyn,Nitrogen dioxide (NO2),19.9
2015-01-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Fine particles (PM 2.5),7.8
2015-01-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Nitrogen dioxide (NO2),17.8
2015-01-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Fine particles (PM 2.5),10.9
2015-01-01,111.0,East Harlem (CD11),1,manhattan,Fine particles (PM 2.5),9.5
2015-01-01,203.0,Morrisania and Crotona (CD3),4,bronx,Nitrogen dioxide (NO2),21.4
2015-01-01,107.0,Upper West Side (CD7),1,manhattan,Fine particles (PM 2.5),9.8
2015-01-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Fine particles (PM 2.5),9.8
2015-01-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,Nitrogen dioxide (NO2),19.5
2015-01-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Nitrogen dioxide (NO2),29.3
2015-01-01,206.0,Belmont and East Tremont (CD6),4,bronx,Nitrogen dioxide (NO2),21.4
2015-01-01,205.0,Fordham and University Heights (CD5),4,bronx,Nitrogen dioxide (NO2),22.7
2015-01-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,Fine particles (PM 2.5),9.4
2015-01-01,110.0,Central Harlem (CD10),1,manhattan,Fine particles (PM 2.5),9.3
2015-01-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Nitrogen dioxide (NO2),22.4
2015-01-01,501.0,St. George and Stapleton (CD1),5,staten island,Fine particles (PM 2.5),8.2
2015-01-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Fine particles (PM 2.5),8.9
2015-01-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Fine particles (PM 2.5),9.9
2015-01-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Fine particles (PM 2.5),11.2
2015-01-01,413.0,Queens Village (CD13),3,queens,Nitrogen dioxide (NO2),17.2
2015-01-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Nitrogen dioxide (NO2),21.3
2015-01-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Fine particles (PM 2.5),9.9
2015-01-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Nitrogen dioxide (NO2),18.8
2015-01-01,311.0,Bensonhurst (CD11),2,brooklyn,Fine particles (PM 2.5),8.0
2015-01-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Fine particles (PM 2.5),8.7
2015-01-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Fine particles (PM 2.5),9.4
2015-01-01,411.0,Bayside and Little Neck (CD11),3,queens,Fine particles (PM 2.5),8.2
2015-01-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Nitrogen dioxide (NO2),21.3
2015-01-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Nitrogen dioxide (NO2),20.9
2015-01-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Nitrogen dioxide (NO2),27.3
2015-01-01,501.0,St. George and Stapleton (CD1),5,staten island,Nitrogen dioxide (NO2),16.9
2015-01-01,412.0,Jamaica and Hollis (CD12),3,queens,Nitrogen dioxide (NO2),18.5
2015-01-01,413.0,Queens Village (CD13),3,queens,Fine particles (PM 2.5),7.9
2015-01-01,209.0,Parkchester and Soundview (CD9),4,bronx,Fine particles (PM 2.5),9.0
2015-01-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Nitrogen dioxide (NO2),20.8
2015-01-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,Fine particles (PM 2.5),8.3
2015-01-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Nitrogen dioxide (NO2),19.0
2015-01-01,311.0,Bensonhurst (CD11),2,brooklyn,Nitrogen dioxide (NO2),19.1
2015-01-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Fine particles (PM 2.5),8.4
2015-01-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Nitrogen dioxide (NO2),23.0
2015-01-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Fine particles (PM 2.5),7.9
2015-01-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Fine particles (PM 2.5),9.1
2015-01-01,412.0,Jamaica and Hollis (CD12),3,queens,Fine particles (PM 2.5),8.2
2015-01-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Fine particles (PM 2.5),9.0
2015-01-01,312.0,Borough Park (CD12),2,brooklyn,Fine particles (PM 2.5),8.5
2015-01-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,Nitrogen dioxide (NO2),20.7
2015-01-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Fine particles (PM 2.5),7.3
2015-01-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Nitrogen dioxide (NO2),19.6
2015-01-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Nitrogen dioxide (NO2),24.3
2015-01-01,203.0,Morrisania and Crotona (CD3),4,bronx,Fine particles (PM 2.5),9.3
2015-01-01,403.0,Jackson Heights (CD3),3,queens,Nitrogen dioxide (NO2),21.0
2015-01-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Fine particles (PM 2.5),9.3
2015-01-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Fine particles (PM 2.5),7.2
2015-01-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Fine particles (PM 2.5),8.4
2015-01-01,101.0,Financial District (CD1),1,manhattan,Fine particles (PM 2.5),10.6
2015-01-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Fine particles (PM 2.5),7.8
2015-01-01,401.0,Long Island City and Astoria (CD1),3,queens,Fine particles (PM 2.5),9.0
2015-01-01,101.0,Financial District (CD1),1,manhattan,Nitrogen dioxide (NO2),26.7
2015-01-01,313.0,Coney Island (CD13),2,brooklyn,Nitrogen dioxide (NO2),16.1
2015-01-01,110.0,Central Harlem (CD10),1,manhattan,Nitrogen dioxide (NO2),23.3
2015-01-01,204.0,Highbridge and Concourse (CD4),4,bronx,Nitrogen dioxide (NO2),22.4
2014-12-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Nitrogen dioxide (NO2),26.5
2014-12-01,110.0,Central Harlem (CD10),1,manhattan,Nitrogen dioxide (NO2),26.8
2014-12-01,101.0,Financial District (CD1),1,manhattan,Nitrogen dioxide (NO2),30.4
2014-12-01,204.0,Highbridge and Concourse (CD4),4,bronx,Fine particles (PM 2.5),10.7
2014-12-01,401.0,Long Island City and Astoria (CD1),3,queens,Fine particles (PM 2.5),9.7
2014-12-01,111.0,East Harlem (CD11),1,manhattan,Nitrogen dioxide (NO2),26.9
2014-12-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Fine particles (PM 2.5),10.3
2014-12-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Fine particles (PM 2.5),10.8
2014-12-01,209.0,Parkchester and Soundview (CD9),4,bronx,Nitrogen dioxide (NO2),24.4
2014-12-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Fine particles (PM 2.5),8.1
2014-12-01,202.0,Hunts Point and Longwood (CD2),4,bronx,Nitrogen dioxide (NO2),25.2
2014-12-01,312.0,Borough Park (CD12),2,brooklyn,Nitrogen dioxide (NO2),25.9
2014-12-01,411.0,Bayside and Little Neck (CD11),3,queens,Nitrogen dioxide (NO2),22.7
2014-12-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Nitrogen dioxide (NO2),25.9
2014-12-01,311.0,Bensonhurst (CD11),2,brooklyn,Nitrogen dioxide (NO2),25.5
2014-12-01,101.0,Financial District (CD1),1,manhattan,Fine particles (PM 2.5),11.0
2014-12-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Nitrogen dioxide (NO2),24.4
2014-12-01,401.0,Long Island City and Astoria (CD1),3,queens,Nitrogen dioxide (NO2),25.4
2014-12-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Nitrogen dioxide (NO2),32.4
2014-12-01,409.0,Kew Gardens and Woodhaven (CD9),3,queens,Nitrogen dioxide (NO2),25.1
2014-12-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Nitrogen dioxide (NO2),23.6
2014-12-01,312.0,Borough Park (CD12),2,brooklyn,Fine particles (PM 2.5),8.7
2014-12-01,105.0,Midtown (CD5),1,manhattan,Nitrogen dioxide (NO2),35.0
2014-12-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Fine particles (PM 2.5),8.7
2014-12-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Fine particles (PM 2.5),10.1
2014-12-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,Fine particles (PM 2.5),10.3
2014-12-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Fine particles (PM 2.5),9.2
2014-12-01,103.0,Lower East Side and Chinatown (CD3),1,manhattan,Nitrogen dioxide (NO2),28.7
2014-12-01,304.0,Bushwick (CD4),2,brooklyn,Nitrogen dioxide (NO2),25.8
2014-12-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Fine particles (PM 2.5),10.0
2014-12-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Nitrogen dioxide (NO2),23.2
2014-12-01,313.0,Coney Island (CD13),2,brooklyn,Fine particles (PM 2.5),8.0
2014-12-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Nitrogen dioxide (NO2),25.4
2014-12-01,110.0,Central Harlem (CD10),1,manhattan,Fine particles (PM 2.5),10.2
2014-12-01,107.0,Upper West Side (CD7),1,manhattan,Nitrogen dioxide (NO2),27.4
2014-12-01,206.0,Belmont and East Tremont (CD6),4,bronx,Fine particles (PM 2.5),10.4
2014-12-01,412.0,Jamaica and Hollis (CD12),3,queens,Nitrogen dioxide (NO2),24.1
2014-12-01,313.0,Coney Island (CD13),2,brooklyn,Nitrogen dioxide (NO2),23.1
2014-12-01,201.0,Mott Haven and Melrose (CD1),4,bronx,Fine particles (PM 2.5),10.8
2014-12-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Nitrogen dioxide (NO2),24.3
2014-12-01,307.0,Sunset Park (CD7),2,brooklyn,Fine particles (PM 2.5),9.7
2014-12-01,108.0,Upper East Side (CD8),1,manhattan,Nitrogen dioxide (NO2),29.3
2014-12-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Nitrogen dioxide (NO2),25.3
2014-12-01,109.0,Morningside Heights and Hamilton Heights (CD9),1,manhattan,Fine particles (PM 2.5),10.3
2014-12-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Nitrogen dioxide (NO2),24.9
2014-12-01,314.0,Flatbush and Midwood (CD14),2,brooklyn,Fine particles (PM 2.5),8.7
2014-12-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Nitrogen dioxide (NO2),23.2
2014-12-01,503.0,Tottenville and Great Kills (CD3),5,staten island,Nitrogen dioxide (NO2),18.2
2014-12-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Nitrogen dioxide (NO2),24.7
2014-12-01,105.0,Midtown (CD5),1,manhattan,Fine particles (PM 2.5),13.2
2014-12-01,108.0,Upper East Side (CD8),1,manhattan,Fine particles (PM 2.5),11.1
2014-12-01,212.0,Williamsbridge and Baychester (CD12),4,bronx,Nitrogen dioxide (NO2),22.7
2014-12-01,316.0,Brownsville (CD16),2,brooklyn,Nitrogen dioxide (NO2),25.9
2014-12-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Fine particles (PM 2.5),11.1
2014-12-01,404.0,Elmhurst and Corona (CD4),3,queens,Fine particles (PM 2.5),9.5
2014-12-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Fine particles (PM 2.5),10.0
2014-12-01,111.0,East Harlem (CD11),1,manhattan,Fine particles (PM 2.5),10.3
2014-12-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Nitrogen dioxide (NO2),20.6
2014-12-01,413.0,Queens Village (CD13),3,queens,Nitrogen dioxide (NO2),22.8
2014-12-01,102.0,Greenwich Village and Soho (CD2),1,manhattan,Nitrogen dioxide (NO2),30.2
2014-12-01,413.0,Queens Village (CD13),3,queens,Fine particles (PM 2.5),8.2
2014-12-01,302.0,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,Nitrogen dioxide (NO2),27.4
2014-12-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Fine particles (PM 2.5),10.2
2014-12-01,315.0,Sheepshead Bay (CD15),2,brooklyn,Fine particles (PM 2.5),8.1
2014-12-01,301.0,Greenpoint and Williamsburg (CD1),2,brooklyn,Fine particles (PM 2.5),10.9
2014-12-01,205.0,Fordham and University Heights (CD5),4,bronx,Nitrogen dioxide (NO2),26.2
2014-12-01,306.0,Park Slope and Carroll Gardens (CD6),2,brooklyn,Nitrogen dioxide (NO2),26.6
2014-12-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Nitrogen dioxide (NO2),23.6
2014-12-01,402.0,Woodside and Sunnyside (CD2),3,queens,Fine particles (PM 2.5),10.9
2014-12-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Nitrogen dioxide (NO2),24.1
2014-12-01,403.0,Jackson Heights (CD3),3,queens,Fine particles (PM 2.5),9.2
2014-12-01,307.0,Sunset Park (CD7),2,brooklyn,Nitrogen dioxide (NO2),25.5
2014-12-01,311.0,Bensonhurst (CD11),2,brooklyn,Fine particles (PM 2.5),8.4
2014-12-01,316.0,Brownsville (CD16),2,brooklyn,Fine particles (PM 2.5),9.2
2014-12-01,205.0,Fordham and University Heights (CD5),4,bronx,Fine particles (PM 2.5),10.9
2014-12-01,203.0,Morrisania and Crotona (CD3),4,bronx,Fine particles (PM 2.5),10.3
2014-12-01,408.0,Hillcrest and Fresh Meadows (CD8),3,queens,Fine particles (PM 2.5),8.8
2014-12-01,405.0,Ridgewood and Maspeth (CD5),3,queens,Fine particles (PM 2.5),9.5
2014-12-01,106.0,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,Fine particles (PM 2.5),11.9
2014-12-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Nitrogen dioxide (NO2),26.6
2014-12-01,407.0,Flushing and Whitestone (CD7),3,queens,Fine particles (PM 2.5),9.3
2014-12-01,207.0,Kingsbridge Heights and Bedford (CD7),4,bronx,Fine particles (PM 2.5),10.4
2014-12-01,107.0,Upper West Side (CD7),1,manhattan,Fine particles (PM 2.5),10.6
2014-12-01,209.0,Parkchester and Soundview (CD9),4,bronx,Fine particles (PM 2.5),10.0
2014-12-01,308.0,Crown Heights and Prospect Heights (CD8),2,brooklyn,Nitrogen dioxide (NO2),26.7
2014-12-01,208.0,Riverdale and Fieldston (CD8),4,bronx,Nitrogen dioxide (NO2),21.2
2014-12-01,317.0,East Flatbush (CD17),2,brooklyn,Fine particles (PM 2.5),9.0
2014-12-01,414.0,Rockaway and Broad Channel (CD14),3,queens,Fine particles (PM 2.5),7.4
2014-12-01,317.0,East Flatbush (CD17),2,brooklyn,Nitrogen dioxide (NO2),25.8
2014-12-01,305.0,East New York and Starrett City (CD5),2,brooklyn,Fine particles (PM 2.5),9.1
2014-12-01,404.0,Elmhurst and Corona (CD4),3,queens,Nitrogen dioxide (NO2),26.9
2014-12-01,410.0,South Ozone Park and Howard Beach (CD10),3,queens,Fine particles (PM 2.5),8.3
2014-12-01,210.0,Throgs Neck and Co-op City (CD10),4,bronx,Fine particles (PM 2.5),9.9
2014-12-01,310.0,Bay Ridge and Dyker Heights (CD10),2,brooklyn,Nitrogen dioxide (NO2),25.2
2014-12-01,412.0,Jamaica and Hollis (CD12),3,queens,Fine particles (PM 2.5),8.6
2014-12-01,204.0,Highbridge and Concourse (CD4),4,bronx,Nitrogen dioxide (NO2),26.1
2014-12-01,203.0,Morrisania and Crotona (CD3),4,bronx,Nitrogen dioxide (NO2),25.2
2014-12-01,407.0,Flushing and Whitestone (CD7),3,queens,Nitrogen dioxide (NO2),24.0
2014-12-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Fine particles (PM 2.5),8.9
2014-12-01,303.0,Bedford Stuyvesant (CD3),2,brooklyn,Fine particles (PM 2.5),9.3
2014-12-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Fine particles (PM 2.5),8.5
2014-12-01,211.0,Morris Park and Bronxdale (CD11),4,bronx,Fine particles (PM 2.5),9.9
2014-12-01,304.0,Bushwick (CD4),2,brooklyn,Fine particles (PM 2.5),9.4
2014-12-01,112.0,Washington Heights and Inwood (CD12),1,manhattan,Nitrogen dioxide (NO2),24.1
2014-12-01,318.0,Flatlands and Canarsie (CD18),2,brooklyn,Fine particles (PM 2.5),8.4
2014-12-01,309.0,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,Nitrogen dioxide (NO2),26.4
2014-12-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Nitrogen dioxide (NO2),30.7
2014-12-01,403.0,Jackson Heights (CD3),3,queens,Nitrogen dioxide (NO2),25.9
2014-12-01,501.0,St. George and Stapleton (CD1),5,staten island,Fine particles (PM 2.5),8.7
2014-12-01,104.0,Clinton and Chelsea (CD4),1,manhattan,Fine particles (PM 2.5),11.5
2014-12-01,501.0,St. George and Stapleton (CD1),5,staten island,Nitrogen dioxide (NO2),22.5
2014-12-01,406.0,Rego Park and Forest Hills (CD6),3,queens,Fine particles (PM 2.5),9.2
2014-12-01,411.0,Bayside and Little Neck (CD11),3,queens,Fine particles (PM 2.5),8.8
2014-12-01,402.0,Woodside and Sunnyside (CD2),3,queens,Nitrogen dioxide (NO2),26.3
2014-12-01,206.0,Belmont and East Tremont (CD6),4,bronx,Nitrogen dioxide (NO2),25.2
2014-12-01,502.0,South Beach and Willowbrook (CD2),5,staten island,Nitrogen dioxide (NO2),19.6
